Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON
2026-08-28,Pilot,1,OBS-01/09,8–9,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,09:36,09:41,2L,1,,New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.,,7;8,Mapped / P,MAX search and assessment are supported; translated Tasks 7–8 remain provisional. No actual addition or hold/proceed outcome is inferred.,Translate source pre-31-August Tasks 8–9 to current Tasks 7–8. Maximalisatie supports ordering; actual consolidation (old Task 10/current Task 9) was not recorded. Preserve the merged OBS-01/09 case identity.,,Arno,historical_task_id,P,09:36–09:41,"2L, INT 1",5 / 5,1: OBS-01/09; 09:36–09:41,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01/09                                                         | 09:36–09:41 | 5   | 8–9             | P     | Maximalisatie                                           | 2L, INT 1      | New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.                                                                                                                                                                           |","{""Case"": ""OBS-01/09"", ""Time"": ""09:36–09:41"", ""Min"": ""5"", ""Task ID"": ""8–9"", ""Status"": ""P"", ""Activity"": ""Maximalisatie"", ""Vol / INT"": ""2L, INT 1"", ""Observation note"": ""New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.""}"
2026-09-01,Baseline,48,OBS-29,PO,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,14:12,14:17,7L,1,Y,`MAXOBS=Y; MAX=ADD; 5L original; +2L; 7L total`. Final ORD/HOLD outcome not captured. Interruption recorded; subtype not captured.,,7;9,Mapped / P,"MAX occurred and two lines were explicitly added to five original lines, supporting MAX-check/consolidation coverage. Preserve seven total lines and the interruption; final ORD/HOLD is absent, so no Task 11 outcome or separately timed Task 17/decision is inferred.","MAX occurred and two lines were explicitly added to five original lines, supporting MAX-check/consolidation coverage. Preserve seven total lines and the interruption; final ORD/HOLD is absent, so no Task 11 outcome or separately timed Task 17/decision is inferred.",,Arno,live_family,,,,5 / 5,48: OBS-29; 14:12 to 14:17,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-29 | PO | 14:12 | 14:17 | 7L | 1 | Y | `MAXOBS=Y; MAX=ADD; 5L original; +2L; 7L total`. Final ORD/HOLD outcome not captured. Interruption recorded; subtype not captured. |,"{""Case"": ""OBS-29"", ""Activity"": ""PO"", ""Start"": ""14:12"", ""End"": ""14:17"", ""Volume"": ""7L"", ""INT"": ""1"", ""DEC?"": ""Y"", ""Result / short note"": ""`MAXOBS=Y; MAX=ADD; 5L original; +2L; 7L total`. Final ORD/HOLD outcome not captured. Interruption recorded; subtype not captured.""}"
2026-09-01,Baseline,49,OBS-27,PO,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,2,2,Exact recorded interval,14:17,14:19,27L,0,Y,`MAXOBS=Y; MAX=ADD; 23L original; +4L; HOLD`. Preserve as observed. This supports the clarified AS-IS rule that post-MAX HOLD/ORD is assessed whether or not demand was added; the specific HOLD cues were not captured.,,7;9;11,Mapped / P,"MAX, four added lines and HOLD are explicit in one two-minute ordering episode. Preserve 23 original and 27 total lines and the coexistence of ADD with HOLD. Task coverage is probable because the detailed search/assessment boundaries and HOLD cues are absent; no time split or additional Task 10 is invented.","MAX, four added lines and HOLD are explicit in one two-minute ordering episode. Preserve 23 original and 27 total lines and the coexistence of ADD with HOLD. Task coverage is probable because the detailed search/assessment boundaries and HOLD cues are absent; no time split or additional Task 10 is invented.",,Arno,live_family,,,,2 / 2,49: OBS-27; 14:17 to 14:19,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-27 | PO | 14:17 | 14:19 | 27L | 0 | Y | `MAXOBS=Y; MAX=ADD; 23L original; +4L; HOLD`. Preserve as observed. This supports the clarified AS-IS rule that post-MAX HOLD/ORD is assessed whether or not demand was added; the specific HOLD cues were not captured. |,"{""Case"": ""OBS-27"", ""Activity"": ""PO"", ""Start"": ""14:17"", ""End"": ""14:19"", ""Volume"": ""27L"", ""INT"": ""0"", ""DEC?"": ""Y"", ""Result / short note"": ""`MAXOBS=Y; MAX=ADD; 23L original; +4L; HOLD`. Preserve as observed. This supports the clarified AS-IS rule that post-MAX HOLD/ORD is assessed whether or not demand was added; the specific HOLD cues were not captured.""}"
2026-09-01,Baseline,50,OBS-30,PO,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,14:20,14:21,15L,0,Y,"`MAXOBS=Y; 8L original; 15L total; HOLD`. Recorded totals imply added demand, but the exact MAX result was not separately written; verify before coding `MAX=ADD`.",,7;11,Mapped / P,"MAX occurrence, eight original lines, fifteen total lines and HOLD are recorded. Preserve these facts without converting the arithmetic increase into an explicitly observed MAX=ADD result or assigning Task 9. MAX-check/hold coverage is probable; the one-minute episode remains combined.","MAX occurrence, eight original lines, fifteen total lines and HOLD are recorded. Preserve these facts without converting the arithmetic increase into an explicitly observed MAX=ADD result or assigning Task 9. MAX-check/hold coverage is probable; the one-minute episode remains combined.",,Arno,live_family,,,,1 / 1,50: OBS-30; 14:20 to 14:21,docs/measurement/Measure_Observation_2026-09-01.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-01.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-30 | PO | 14:20 | 14:21 | 15L | 0 | Y | `MAXOBS=Y; 8L original; 15L total; HOLD`. Recorded totals imply added demand, but the exact MAX result was not separately written; verify before coding `MAX=ADD`. |","{""Case"": ""OBS-30"", ""Activity"": ""PO"", ""Start"": ""14:20"", ""End"": ""14:21"", ""Volume"": ""15L"", ""INT"": ""0"", ""DEC?"": ""Y"", ""Result / short note"": ""`MAXOBS=Y; 8L original; 15L total; HOLD`. Recorded totals imply added demand, but the exact MAX result was not separately written; verify before coding `MAX=ADD`.""}"
2026-09-08,Baseline,1,OBS-01,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,7,Exact recorded interval,10:30,10:37,/,/,1,There is something wrong with the order,,unassigned,Unresolved / ?,"An order problem is recorded without its nature, purchasing control point or observed response; EXC alone cannot establish an activity subtype.",Original EXC: unspecified order problem. No particular register task or purchasing stage is established.,,Arno,live_family,,,,7 / n/a,1: OBS-01; 10:30 to 10:37,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-01 | EXC | 10:30 | 10:37 | / | / | 1 | There is something wrong with the order |,"{""Case"": ""OBS-01"", ""Activity as written"": ""EXC"", ""Start"": ""10:30"", ""End"": ""10:37"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""1"", ""Result / short note"": ""There is something wrong with the order""}"
2026-09-08,Baseline,2,OBS-01,SEND,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,2,Exact recorded interval,10:37,10:39,/,1,/,,,unassigned,Unresolved / ?,SEND has no content or recipient. Neither supplier-PO forwarding nor cancellation handling is established for this separate episode.,No communication purpose recorded. An EXC episode in the same case does not by itself establish that this SEND is aftercare.,,Arno,live_family,,,,2 / n/a,2: OBS-01; 10:37 to 10:39,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-01 | SEND | 10:37 | 10:39 | / | 1 | / |  |,"{""Case"": ""OBS-01"", ""Activity as written"": ""SEND"", ""Start"": ""10:37"", ""End"": ""10:39"", ""Volume"": ""/"", ""INT"": ""1"", ""DEC?"": ""/"", ""Result / short note"": """"}"
2026-09-08,Baseline,3,OBS-02,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,2,Exact recorded interval,10:39,10:41,/,/,/,Finance unpaid.,,unassigned,Unresolved / ?,Finance unpaid describes a problem without a recorded investigation or control action; do not infer an invoice discrepancy investigation.,Original EXC: Finance unpaid. This does not establish a Finance-return investigation under Task 30 or a precise stage.,,Arno,live_family,,,,2 / n/a,3: OBS-02; 10:39 to 10:41,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-02 | EXC | 10:39 | 10:41 | / | / | / | Finance unpaid. |,"{""Case"": ""OBS-02"", ""Activity as written"": ""EXC"", ""Start"": ""10:39"", ""End"": ""10:41"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Result / short note"": ""Finance unpaid.""}"
2026-09-08,Baseline,4,OBS-01,SEND,Unresolved activity,?,Unresolved stage,?,EXCLUDE_AFTERCARE,VALID,,1,Exact recorded interval,10:41,10:42,/,/,/,"Arno was drafting mail, coincidentally Johan walk through",,unassigned,U / P,"Email drafting probably forms part of cancellation handling, but its content and purchasing-stage purpose remain unrecorded. Do not substitute a supplier-send or PO-amendment category.","Draft email interrupted by Johan, followed by discussion and an explicit cancellation attempt, supports a cancellation-handling sequence. Exact email content and stage remain unrecorded.",,Arno,live_family,,,,1 / n/a,4: OBS-01; 10:41 to 10:42,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01 | SEND | 10:41 | 10:42 | / | / | / | Arno was drafting mail, coincidentally Johan walk through |","{""Case"": ""OBS-01"", ""Activity as written"": ""SEND"", ""Start"": ""10:41"", ""End"": ""10:42"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Result / short note"": ""Arno was drafting mail, coincidentally Johan walk through""}"
2026-09-08,Baseline,5,OBS-01,OTHER,Unresolved activity,?,Unresolved stage,?,EXCLUDE_AFTERCARE,VALID,,4,Exact recorded interval,10:42,10:46,/,/,/,Discuss with Johan; no mail.,,unassigned,U / P,"Discussion with Johan is probably cancellation-related; the recorded discussion does not establish a catalogued order amendment, confirmation check or other specific action.",Discussion with Johan lies between drafting the interrupted email and the explicit cancellation message; the separate OBS-01 notes concern cancellation and asking Johan about confirmation. Classified as cancellation-related discussion; stage unresolved.,,Arno,live_family,,,,4 / n/a,5: OBS-01; 10:42 to 10:46,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-01 | OTHER | 10:42 | 10:46 | / | / | / | Discuss with Johan; no mail.|,"{""Case"": ""OBS-01"", ""Activity as written"": ""OTHER"", ""Start"": ""10:42"", ""End"": ""10:46"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Result / short note"": ""Discuss with Johan; no mail.""}"
2026-09-08,Baseline,6,OBS-01,SEND,Unresolved activity,?,Unresolved stage,?,EXCLUDE_AFTERCARE,VALID,,4,Exact recorded interval,10:46,10:50,/,/,/,cancellation attmept for component,,unassigned,U / C,"Attempted component cancellation is explicit, but no catalogued stage-specific action is established by the communication alone. Preserve the known cancellation subtype in this reason and the unresolved stage.",Explicit attempt to cancel a component is excluded aftercare communication. The register has no specific cancellation-communication task; stage is not inferred from SEND.,,Arno,live_family,,,,4 / n/a,6: OBS-01; 10:46 to 10:50,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-01 | SEND | 10:46 | 10:50 | / | / | / | cancellation attmept for component |,"{""Case"": ""OBS-01"", ""Activity as written"": ""SEND"", ""Start"": ""10:46"", ""End"": ""10:50"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Result / short note"": ""cancellation attmept for component""}"
2026-09-08,Baseline,7,OBS-03,REQ-mail,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,,Untimed,/,/,/,/,/,,,1,Mapped / P,The transport-related email request could concern purchasing a service or logistics execution. Its requirement-definition versus defined-order purpose is unresolved.,"Recorded request by email supports probable purchasing intake. OBS-03 is identified as transport, but purchasing a transport service versus logistics execution is unresolved.",,Arno,live_family,,,,n/a / n/a,7: OBS-03; untimed,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-03 | REQ-mail | / | / | / | / | / |  |,"{""Case"": ""OBS-03"", ""Activity as written"": ""REQ-mail"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Result / short note"": """"}"
2026-09-08,Baseline,8,OBS-03,CLAR,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,2,Exact recorded interval,10:51,10:53,/,/,/,,,unassigned,Unresolved / ?,The CLAR row has no explanatory action. Transport case context does not identify a specific activity.,CLAR has no explanatory note. OBS-03 transport context does not resolve the particular task or whether this is purchasing a transport service versus logistics execution.,,Arno,live_family,,,,2 / n/a,8: OBS-03; 10:51 to 10:53,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-03 | CLAR | 10:51 | 10:53 | / | / | / |  |,"{""Case"": ""OBS-03"", ""Activity as written"": ""CLAR"", ""Start"": ""10:51"", ""End"": ""10:53"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Result / short note"": """"}"
2026-09-08,Baseline,9,OBS-03,PO,"Prepare, amend or release a purchase order",P,Ordering,P,REVIEW_SCOPE,VALID,,2,Exact recorded interval,10:53,10:55,1L,1,/,"See price 196 Euro, It is for transport",,17,Mapped / P,"The one-line transport PO episode probably concerns order preparation. The transport-service versus logistics scope question remains separate, and the recorded price does not prove price checking.",One-line PO work for transport supports probable order preparation. The transport-service purchasing versus logistics-execution boundary remains unresolved; no price-check task is inferred from the recorded price.,,Arno,live_family,,,,2 / n/a,9: OBS-03; 10:53 to 10:55,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-03 | PO | 10:53 | 10:55 | 1L | 1 | / | See price 196 Euro, It is for transport |","{""Case"": ""OBS-03"", ""Activity as written"": ""PO"", ""Start"": ""10:53"", ""End"": ""10:55"", ""Volume"": ""1L"", ""INT"": ""1"", ""DEC?"": ""/"", ""Result / short note"": ""See price 196 Euro, It is for transport""}"
2026-09-08,Baseline,10,OBS-04,SEND,Unresolved activity,?,Unresolved stage,?,EXCLUDE_LOGISTICS,VALID,,2,Exact recorded interval,10:55,10:57,/,/,/,"Send 1 mail to supplier, 1 to colleague; as following, they came pick up.",,unassigned,U / P,"Supplier and colleague emails followed by collection support pickup coordination. Against the separately corrected UNKNOWN stage, this does not establish purchasing-order monitoring or supplier-PO sending.","Supplier and colleague emails followed by pickup support pickup coordination, treated as excluded logistics. Monitoring is provisional; the record does not say that a PO was forwarded. Stage reassessment, 21 September: Pickup coordination establishes logistics work but does not establish monitoring of a purchasing order. Current stage: UNKNOWN / ?.",21 September: VW5 / P to UNKNOWN / ?. Pickup coordination establishes logistics work but does not establish monitoring of a purchasing order.,Arno,live_family,,,,2 / n/a,10: OBS-04; 10:55 to 10:57,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-04 | SEND | 10:55 | 10:57 | / | / | / | Send 1 mail to supplier, 1 to colleague; as following, they came pick up. |","{""Case"": ""OBS-04"", ""Activity as written"": ""SEND"", ""Start"": ""10:55"", ""End"": ""10:57"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Result / short note"": ""Send 1 mail to supplier, 1 to colleague; as following, they came pick up.""}"
2026-09-08,Baseline,11,OBS-03,SEND,Unresolved activity,?,Unresolved stage,?,REVIEW_SCOPE,VALID,,2,Exact recorded interval,10:57,10:59,/,/,/,,,unassigned,Unresolved / ?,SEND purpose is absent. The transport case does not establish what was communicated or whether an order was sent.,SEND purpose is blank. OBS-03 transport context is insufficient to establish supplier-PO forwarding or resolve the logistics boundary.,,Arno,live_family,,,,2 / n/a,11: OBS-03; 10:57 to 10:59,docs/measurement/Measure_Observation_2026-09-08.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-08.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-03 | SEND | 10:57 | 10:59 | / | / | / |  |,"{""Case"": ""OBS-03"", ""Activity as written"": ""SEND"", ""Start"": ""10:57"", ""End"": ""10:59"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Result / short note"": """"}"
